[CityServiceResult{result=48029, methodName='getPopulationOfCountry', inputQuery='Seychelles', clientZone=1, turnaroundTime=175, executionTime=7, waitingTime=88, serverZone=1}]
[CityServiceResult{result=31731367, methodName='getPopulationOfCountry', inputQuery='Canada', clientZone=5, turnaroundTime=1335, executionTime=3, waitingTime=1252, serverZone=5}]
[CityServiceResult{result=6340891, methodName='getPopulationOfCountry', inputQuery='Guatemala', clientZone=3, turnaroundTime=590, executionTime=3, waitingTime=507, serverZone=3}]
[CityServiceResult{result=266998322, methodName='getPopulationOfCountry', inputQuery='United States', clientZone=5, turnaroundTime=1053, executionTime=4, waitingTime=879, serverZone=2}]
[CityServiceResult{result=1182883, methodName='getPopulationOfCountry', inputQuery='Slovenia', clientZone=1, turnaroundTime=924, executionTime=4, waitingTime=840, serverZone=1}]
[CityServiceResult{result=1182883, methodName='getPopulationOfCountry', inputQuery='Slovenia', clientZone=4, turnaroundTime=1706, executionTime=4, waitingTime=1622, serverZone=4}]
[CityServiceResult{result=6340891, methodName='getPopulationOfCountry', inputQuery='Guatemala', clientZone=3, turnaroundTime=626, executionTime=4, waitingTime=542, serverZone=3}]
[CityServiceResult{result=2579609, methodName='getPopulationOfCountry', inputQuery='Oman', clientZone=4, turnaroundTime=1507, executionTime=4, waitingTime=1333, serverZone=5}]
[CityServiceResult{result=134594036, methodName='getPopulationOfCountry', inputQuery='Brazil', clientZone=2, turnaroundTime=1044, executionTime=4, waitingTime=960, serverZone=2}]
[CityServiceResult{result=1907246, methodName='getPopulationOfCountry', inputQuery='Tajikistan', clientZone=1, turnaroundTime=772, executionTime=4, waitingTime=688, serverZone=1}]
[CityServiceResult{result=1182883, methodName='getPopulationOfCountry', inputQuery='Slovenia', clientZone=4, turnaroundTime=1781, executionTime=3, waitingTime=1698, serverZone=4}]
[CityServiceResult{result=31731367, methodName='getPopulationOfCountry', inputQuery='Canada', clientZone=5, turnaroundTime=1499, executionTime=5, waitingTime=1414, serverZone=5}]
[CityServiceResult{result=7097388, methodName='getPopulationOfCountry', inputQuery='Belarus', clientZone=3, turnaroundTime=621, executionTime=4, waitingTime=537, serverZone=3}]
[CityServiceResult{result=134594036, methodName='getPopulationOfCountry', inputQuery='Brazil', clientZone=2, turnaroundTime=1117, executionTime=4, waitingTime=1033, serverZone=2}]
[CityServiceResult{result=44135, methodName='getPopulationOfCountry', inputQuery='Greenland', clientZone=1, turnaroundTime=779, executionTime=3, waitingTime=696, serverZone=1}]
[CityServiceResult{result=63717971, methodName='getPopulationOfCountry', inputQuery='Turkey', clientZone=4, turnaroundTime=1854, executionTime=3, waitingTime=1771, serverZone=4}]
[CityServiceResult{result=2177342, methodName='getPopulationOfCountry', inputQuery='', clientZone=3, turnaroundTime=625, executionTime=9, waitingTime=536, serverZone=3}]
[CityServiceResult{result=2579609, methodName='getPopulationOfCountry', inputQuery='Oman', clientZone=4, turnaroundTime=1678, executionTime=8, waitingTime=1500, serverZone=5}]
[CityServiceResult{result=64035243, methodName='getPopulationOfCountry', inputQuery='Indonesia', clientZone=2, turnaroundTime=1192, executionTime=3, waitingTime=1109, serverZone=2}]
[CityServiceResult{result=2579609, methodName='getPopulationOfCountry', inputQuery='Oman', clientZone=1, turnaroundTime=854, executionTime=3, waitingTime=772, serverZone=1}]
[CityServiceResult{result=16383873, methodName='getPopulationOfCountry', inputQuery='Netherlands', clientZone=4, turnaroundTime=1600, executionTime=4, waitingTime=1516, serverZone=4}]
[CityServiceResult{result=2579609, methodName='getPopulationOfCountry', inputQuery='Oman', clientZone=4, turnaroundTime=1753, executionTime=5, waitingTime=1578, serverZone=5}]
[CityServiceResult{result=24859223, methodName='getPopulationOfCountry', inputQuery='Romania', clientZone=3, turnaroundTime=542, executionTime=5, waitingTime=457, serverZone=3}]
[CityServiceResult{result=316458, methodName='getPopulationOfCountry', inputQuery='Suriname', clientZone=5, turnaroundTime=1351, executionTime=3, waitingTime=1178, serverZone=2}]
[CityServiceResult{result=2579609, methodName='getPopulationOfCountry', inputQuery='Oman', clientZone=1, turnaroundTime=942, executionTime=2, waitingTime=860, serverZone=1}]
[CityServiceResult{result=447039, methodName='getPopulationOfCountry', inputQuery='Equatorial Guinea', clientZone=4, turnaroundTime=1618, executionTime=3, waitingTime=1535, serverZone=4}]
[CityServiceResult{result=3006587, methodName='getPopulationOfCountry', inputQuery='Slovakia', clientZone=5, turnaroundTime=1742, executionTime=3, waitingTime=1659, serverZone=5}]
[CityServiceResult{result=3907506, methodName='getPopulationOfCountry', inputQuery='Ireland', clientZone=3, turnaroundTime=370, executionTime=4, waitingTime=286, serverZone=3}]
[CityServiceResult{result=6340891, methodName='getPopulationOfCountry', inputQuery='Guatemala', clientZone=5, turnaroundTime=1425, executionTime=4, waitingTime=1251, serverZone=2}]
[CityServiceResult{result=3645095, methodName='getPopulationOfCountry', inputQuery='Uganda', clientZone=1, turnaroundTime=1008, executionTime=4, waitingTime=924, serverZone=1}]
[CityServiceResult{result=447039, methodName='getPopulationOfCountry', inputQuery='Equatorial Guinea', clientZone=4, turnaroundTime=1693, executionTime=3, waitingTime=1610, serverZone=4}]
[CityServiceResult{result=2579609, methodName='getPopulationOfCountry', inputQuery='Oman', clientZone=4, turnaroundTime=1916, executionTime=4, waitingTime=1742, serverZone=5}]
[CityServiceResult{result=61881622, methodName='getPopulationOfCountry', inputQuery='Philippines', clientZone=3, turnaroundTime=458, executionTime=5, waitingTime=373, serverZone=3}]
[CityServiceResult{result=1930662, methodName='getPopulationOfCountry', inputQuery='Kyrgyzstan', clientZone=2, turnaroundTime=1377, executionTime=3, waitingTime=1294, serverZone=2}]
[CityServiceResult{result=276340, methodName='getPopulationOfCountry', inputQuery='Swaziland', clientZone=1, turnaroundTime=1031, executionTime=3, waitingTime=948, serverZone=1}]
[CityServiceResult{result=447039, methodName='getPopulationOfCountry', inputQuery='Equatorial Guinea', clientZone=4, turnaroundTime=1767, executionTime=3, waitingTime=1684, serverZone=4}]
[CityServiceResult{result=3006587, methodName='getPopulationOfCountry', inputQuery='Slovakia', clientZone=5, turnaroundTime=1902, executionTime=3, waitingTime=1819, serverZone=5}]
[CityServiceResult{result=3907506, methodName='getPopulationOfCountry', inputQuery='Ireland', clientZone=3, turnaroundTime=535, executionTime=3, waitingTime=452, serverZone=3}]
[CityServiceResult{result=1930662, methodName='getPopulationOfCountry', inputQuery='Kyrgyzstan', clientZone=2, turnaroundTime=1452, executionTime=3, waitingTime=1369, serverZone=2}]
[CityServiceResult{result=276340, methodName='getPopulationOfCountry', inputQuery='Swaziland', clientZone=1, turnaroundTime=1116, executionTime=3, waitingTime=1033, serverZone=1}]
[CityServiceResult{result=447039, methodName='getPopulationOfCountry', inputQuery='Equatorial Guinea', clientZone=4, turnaroundTime=1843, executionTime=2, waitingTime=1761, serverZone=4}]
[CityServiceResult{result=3006587, methodName='getPopulationOfCountry', inputQuery='Slovakia', clientZone=5, turnaroundTime=1978, executionTime=3, waitingTime=1895, serverZone=5}]
[CityServiceResult{result=3907506, methodName='getPopulationOfCountry', inputQuery='Ireland', clientZone=3, turnaroundTime=623, executionTime=3, waitingTime=540, serverZone=3}]
[CityServiceResult{result=1930662, methodName='getPopulationOfCountry', inputQuery='Kyrgyzstan', clientZone=2, turnaroundTime=1527, executionTime=3, waitingTime=1444, serverZone=2}]
[CityServiceResult{result=276340, methodName='getPopulationOfCountry', inputQuery='Swaziland', clientZone=1, turnaroundTime=1181, executionTime=5, waitingTime=1096, serverZone=1}]
[CityServiceResult{result=9362428, methodName='getPopulationOfCountry', inputQuery='Sweden', clientZone=4, turnaroundTime=1917, executionTime=4, waitingTime=1833, serverZone=4}]
[CityServiceResult{result=4803355, methodName='getPopulationOfCountry', inputQuery='Serbia', clientZone=5, turnaroundTime=2014, executionTime=4, waitingTime=1930, serverZone=5}]
[CityServiceResult{result=32847337, methodName='getPopulationOfCountry', inputQuery='Ukraine', clientZone=3, turnaroundTime=380, executionTime=3, waitingTime=297, serverZone=3}]
[CityServiceResult{result=3162856, methodName='getPopulationOfCountry', inputQuery='Norway', clientZone=5, turnaroundTime=1661, executionTime=3, waitingTime=1488, serverZone=2}]
[CityServiceResult{result=276340, methodName='getPopulationOfCountry', inputQuery='Swaziland', clientZone=1, turnaroundTime=1217, executionTime=5, waitingTime=1132, serverZone=1}]
[CityServiceResult{result=7097388, methodName='getPopulationOfCountry', inputQuery='Belarus', clientZone=4, turnaroundTime=1933, executionTime=8, waitingTime=1845, serverZone=4}]
[CityServiceResult{result=184225, methodName='getPopulationOfCountry', inputQuery='Guam', clientZone=5, turnaroundTime=1676, executionTime=4, waitingTime=1592, serverZone=5}]
[CityServiceResult{result=32847337, methodName='getPopulationOfCountry', inputQuery='Ukraine', clientZone=3, turnaroundTime=457, executionTime=3, waitingTime=374, serverZone=3}]
[CityServiceResult{result=3162856, methodName='getPopulationOfCountry', inputQuery='Norway', clientZone=5, turnaroundTime=1746, executionTime=3, waitingTime=1573, serverZone=2}]
[CityServiceResult{result=64035243, methodName='getPopulationOfCountry', inputQuery='Indonesia', clientZone=4, turnaroundTime=1395, executionTime=3, waitingTime=1222, serverZone=1}]
[CityServiceResult{result=7097388, methodName='getPopulationOfCountry', inputQuery='Belarus', clientZone=4, turnaroundTime=2012, executionTime=4, waitingTime=1928, serverZone=4}]
[CityServiceResult{result=8249, methodName='getPopulationOfCountry', inputQuery='Tuvalu', clientZone=5, turnaroundTime=1691, executionTime=7, waitingTime=1604, serverZone=5}]
[CityServiceResult{result=32847337, methodName='getPopulationOfCountry', inputQuery='Ukraine', clientZone=3, turnaroundTime=526, executionTime=5, waitingTime=441, serverZone=3}]
[CityServiceResult{result=1182883, methodName='getPopulationOfCountry', inputQuery='Slovenia', clientZone=2, turnaroundTime=1717, executionTime=3, waitingTime=1634, serverZone=2}]
[CityServiceResult{result=7287342, methodName='getPopulationOfCountry', inputQuery='Ghana', clientZone=1, turnaroundTime=1187, executionTime=3, waitingTime=1104, serverZone=1}]
[CityServiceResult{result=7097388, methodName='getPopulationOfCountry', inputQuery='Belarus', clientZone=4, turnaroundTime=2087, executionTime=4, waitingTime=2003, serverZone=4}]
[CityServiceResult{result=8249, methodName='getPopulationOfCountry', inputQuery='Tuvalu', clientZone=5, turnaroundTime=1766, executionTime=3, waitingTime=1683, serverZone=5}]
[CityServiceResult{result=15411242, methodName='getPopulationOfCountry', inputQuery='Belgium', clientZone=3, turnaroundTime=341, executionTime=4, waitingTime=257, serverZone=3}]
[CityServiceResult{result=3157852, methodName='getPopulationOfCountry', inputQuery='Croatia', clientZone=2, turnaroundTime=1743, executionTime=5, waitingTime=1658, serverZone=2}]
[CityServiceResult{result=1698635, methodName='getPopulationOfCountry', inputQuery='Kuwait', clientZone=1, turnaroundTime=1212, executionTime=4, waitingTime=1128, serverZone=1}]
[CityServiceResult{result=16383873, methodName='getPopulationOfCountry', inputQuery='Netherlands', clientZone=4, turnaroundTime=2149, executionTime=3, waitingTime=2066, serverZone=4}]
[CityServiceResult{result=8249, methodName='getPopulationOfCountry', inputQuery='Tuvalu', clientZone=5, turnaroundTime=1842, executionTime=3, waitingTime=1759, serverZone=5}]
[CityServiceResult{result=15411242, methodName='getPopulationOfCountry', inputQuery='Belgium', clientZone=3, turnaroundTime=377, executionTime=3, waitingTime=294, serverZone=3}]
[CityServiceResult{result=189578, methodName='getPopulationOfCountry', inputQuery='French Guiana', clientZone=2, turnaroundTime=1328, executionTime=3, waitingTime=1245, serverZone=2}]
[CityServiceResult{result=1698635, methodName='getPopulationOfCountry', inputQuery='Kuwait', clientZone=1, turnaroundTime=1293, executionTime=4, waitingTime=1209, serverZone=1}]
[CityServiceResult{result=16383873, methodName='getPopulationOfCountry', inputQuery='Netherlands', clientZone=4, turnaroundTime=2226, executionTime=3, waitingTime=2143, serverZone=4}]
[CityServiceResult{result=8249, methodName='getPopulationOfCountry', inputQuery='Tuvalu', clientZone=5, turnaroundTime=1919, executionTime=3, waitingTime=1836, serverZone=5}]
[CityServiceResult{result=15411242, methodName='getPopulationOfCountry', inputQuery='Belgium', clientZone=3, turnaroundTime=456, executionTime=2, waitingTime=374, serverZone=3}]
[CityServiceResult{result=189578, methodName='getPopulationOfCountry', inputQuery='French Guiana', clientZone=2, turnaroundTime=1410, executionTime=3, waitingTime=1327, serverZone=2}]
[CityServiceResult{result=1698635, methodName='getPopulationOfCountry', inputQuery='Kuwait', clientZone=1, turnaroundTime=1378, executionTime=4, waitingTime=1294, serverZone=1}]
[CityServiceResult{result=374575, methodName='getPopulationOfCountry', inputQuery='Guadeloupe', clientZone=4, turnaroundTime=2069, executionTime=3, waitingTime=1986, serverZone=4}]
[CityServiceResult{result=447039, methodName='getPopulationOfCountry', inputQuery='Equatorial Guinea', clientZone=5, turnaroundTime=1663, executionTime=3, waitingTime=1580, serverZone=5}]
[CityServiceResult{result=49007, methodName='getPopulationOfCountry', inputQuery='Tonga', clientZone=3, turnaroundTime=527, executionTime=3, waitingTime=444, serverZone=3}]
[CityServiceResult{result=1565638, methodName='getPopulationOfCountry', inputQuery='Togo', clientZone=2, turnaroundTime=1425, executionTime=3, waitingTime=1342, serverZone=2}]
[CityServiceResult{result=1698635, methodName='getPopulationOfCountry', inputQuery='Kuwait', clientZone=1, turnaroundTime=1451, executionTime=7, waitingTime=1364, serverZone=1}]
[CityServiceResult{result=276340, methodName='getPopulationOfCountry', inputQuery='Swaziland', clientZone=4, turnaroundTime=2146, executionTime=4, waitingTime=2062, serverZone=4}]
[CityServiceResult{result=1182883, methodName='getPopulationOfCountry', inputQuery='Slovenia', clientZone=5, turnaroundTime=1730, executionTime=4, waitingTime=1646, serverZone=5}]
[CityServiceResult{result=7571439, methodName='getPopulationOfCountry', inputQuery='Kenya', clientZone=3, turnaroundTime=352, executionTime=4, waitingTime=268, serverZone=3}]
[CityServiceResult{result=15411242, methodName='getPopulationOfCountry', inputQuery='Belgium', clientZone=2, turnaroundTime=1416, executionTime=4, waitingTime=1332, serverZone=2}]
[CityServiceResult{result=49007, methodName='getPopulationOfCountry', inputQuery='Tonga', clientZone=1, turnaroundTime=1114, executionTime=4, waitingTime=1030, serverZone=1}]
